"Beiträge zur westfälischen Familienforschung / Westfälische Gesellschaft für Genealogie und Familienforschung","http://nwbib.de/HT001392452"
"Bembix : Rundbrief für alle Freunde der akuleaten Hymenopteren","http://nwbib.de/HT007073095"
"Bensberger Bote / Bergischer Geschichtsverein Rhein-Berg e.V., Arbeitskreis Genealogie","http://nwbib.de/HT017481106"
"Bergbau : Zeitschrift für Rohstoffgewinnung, Energie, Umwelt","http://nwbib.de/HT006462574"
"Bergische Blätter : Magazin für das Bergische Land","http://nwbib.de/HT006934513"
"Bericht des Naturwissenschaftlichen Vereins für Bielefeld und Umgegend","http://nwbib.de/HT005074517"
"Berichte / Deutsche Akademie für Landeskunde e.V. ; Leibniz-Institut für Länderkunde","http://nwbib.de/HT017664297"
"Berichte aus dem LVR-LandesMuseum Bonn","http://nwbib.de/HT016559672"
"Berichte aus den Arbeitskreisen Heimische Orchideen : Beiträge zur Erhaltung, Erforschung und Verbreitung heimischer Orchideen","http://nwbib.de/HT002930084"
"Betonprisma : Beiträge zur Architektur","http://nwbib.de/HT002962995"
"Bibliothek : Forschung und Praxis","http://nwbib.de/HT002185029"
"Bibliotheksdienst : Organ der Bibliothek & Information Deutschland (BID)","http://nwbib.de/HT002215043"
"Bilker Sternwarte : Organ des Sankt-Sebastianus-Schützenvereins Bilk","http://nwbib.de/HT006984910"
"Blätter für deutsche Landesgeschichte / Gesamtverein der Deutschen Geschichts- und Altertumsvereine","http://nwbib.de/HT002185251"
"Blätter zur Geschichte Hahns und Friesenraths","http://nwbib.de/HT007059547"
"Blickpunkt / Gemeinde Wenden","http://nwbib.de/HT012839297"
"Bochumer Zeitpunkte : Beiträge zur Stadtgeschichte, Heimatkunde und Denkmalpflege","http://nwbib.de/HT007048176"
"Bommeraner Blätter / Heimat- und Geschichtsverein Bommern e.V.","http://nwbib.de/HT007059896"
"Bonner Beethoven-Studien","http://nwbib.de/HT012819873"
"Bonner Geschichtsblätter / Bonner Heimat- und Geschichtsverein","http://nwbib.de/HT001250223"
"Bonner Jahrbücher des Rheinischen Landesmuseums in Bonn und des Rheinischen Amtes für Bodendenkmalpflege im Landschaftsverband Rheinland und des Vereins von Altertumsfreunden im Rheinlande","http://nwbib.de/HT016290365"
"Borbecker Beiträge:  Mitgliederbrief des Kultur-Historischen Vereins Borbeck e.V.","http://nwbib.de/HT015911157"
"Boreas <Münster> : Münstersche Beiträge zur Archäologie","http://nwbib.de/HT006317667"
"Borghorster Heimatblätter / Heimatverein Borghorst","http://nwbib.de/HT006988707"
"Brackweder Heimatblätter / Heimatverein für den Amtsbezirk Brackwede","http://nwbib.de/HT006947171"
"Brand - heimatkundliche Blätter","http://nwbib.de/HT007053593"
"Breckerfelder Telegraph : Informationen aus Kommunalpolitik, Kultur und Vereinen","http://nwbib.de/HT006985550"
"Briefe aus der Abtei Gerleve / Benediktinerabtei, Gerleve","http://nwbib.de/HT007066244"
"Brühler Heimatblätter zur heimatlichen Geschichte, Natur- und Volkskunde für Brühl und Umgebung","http://nwbib.de/HT006932814"
"BuB : Forum Bibliothek und Information","http://nwbib.de/HT012903280"
"Bürgerbuch Gronau und Epe : mit einem Rückblick auf das Jahr","http://nwbib.de/HT007043581"
"Bürger-Info / Bürgerverein Vohwinkel","http://nwbib.de/HT017163411"
"Bürgerschützen : Jahresheft für Mitglieder und Freunde des IBSV","http://nwbib.de/HT013437699"
"Build : das Architekten-Magazin","http://nwbib.de/HT013186387"
"Bumbacher / Heimat- und Geschichtsverein der Katholischen Kirchengemeinde Kirchrarbach e.V.","http://nwbib.de/HT016448722"
"Burgen und Schlösser : Zeitschrift für Burgenforschung und Denkmalpflege","http://nwbib.de/HT005069273"
"Caritas : Jahrbuch des Deutschen Caritasverbandes","http://nwbib.de/HT001359314"
"Cellina : Zeitschrift des Kellener Heimat- und Kulturvereins e.V.","http://nwbib.de/HT007063206"
"Charadrius : Zeitschrift für Vogelkunde, Vogelschutz und Naturschutz in Nordrhein-Westfalen","http://nwbib.de/HT004491003"
"Chrismon plus / Rheinland : das evangelische Magazin","http://nwbib.de/HT014010958"
"Cinclus : vogelkundliche Beiträge des Bundes für Vogelschutz und Vogelkunde e.V.","http://nwbib.de/HT006962147"
"Cis Hilinciweg / Heiligenhauser Geschichtsvereins e.V.","http://nwbib.de/HT004442853"
"Cistercienserchronik : Forum für Geschichte, Kunst, Literatur und Spiritualität des Mönchtums","http://nwbib.de/HT005066221"
"Colonia Romanica : Jahrbuch des Fördervereins Romanische Kirchen Köln e.V.","http://nwbib.de/HT002959647"
"Colore : das Farbmagazin / Brillux GmbH & Co. KG","http://nwbib.de/HT018187095"
"Computer spezial : Software für Architekten, Ingenieure, Bauunternehmen","http://nwbib.de/HT007489466"
"Concilium medii aevi : Zeitschrift für Geschichte, Kunst und Kultur des Mittelalters und der Frühen Neuzeit  ","http://nwbib.de/HT012984988"
"Correspondenz : Mitteilungen der Robert-Schumann-Gesellschaft e.V.","http://nwbib.de/HT006918497"
"Dä Bott : Lanker Heimatblätter","http://nwbib.de/HT007075789"
"Damals & heute : Informationen zu Geschichte, Natur und Heimatpflege aus Delbrück","http://nwbib.de/HT014846303"
"Damals : das Magazin für Geschichte und Kultur","http://nwbib.de/HT006550356"
"Decheniana : Verhandlungen des Naturhistorischen Vereins der Rheinlande und Westfalens","http://nwbib.de/HT001379259"
"Denkmalpflege im Rheinland / Landschaftsverband Rheinland, LVR-Amt für Denkmalpflege im Rheinland","http://nwbib.de/HT006918930"
"Denkmalpflege in Westfalen-Lippe / LWL-Amt für Denkmalpflege in Westfalen im Auftrag des Landschaftsverbandes Westfalen-Lippe","http://nwbib.de/HT007071151"
"Deutsche Bauzeitschrift : Architektur, Entwurf, Detail","http://nwbib.de/HT002187669"
"Deutsche Bauzeitung <Leinfelden-Echterdingen> : Zeitschrift für Architekten und Bauingenieure","http://nwbib.de/HT002187671"
"Deutsche Bühne : Theatermagazin","http://nwbib.de/HT002187692"
"Deutsche Jugend : Zeitschrift für Jugendfragen und Jugendarbeit","http://nwbib.de/HT001243074"
"Deutsche Schule <Münster, Westfalen> : Zeitschrift für Erziehungswissenschaft, Bildungspolitik und pädagogische Praxis","http://nwbib.de/HT005072152"
"Deutsche Verwaltungspraxis : Fachzeitschrift für die öffentliche Verwaltung","http://nwbib.de/HT007015266"
"Deutsches Verwaltungsblatt : DVBL","http://nwbib.de/HT000531846"
"DIE-Zeitschrift für Erwachsenenbildung / Deutsches Institut für Erwachsenenbildung","http://nwbib.de/HT006428459"
"Doopsgezinde bijdragen","http://nwbib.de/HT004169093"
"Dorfbote : Mitteilungen des Heimatvereins Norddinker, Vöckinghausen und Frielinghausen","http://nwbib.de/HT004982425"
"Dortmunder Beiträge zur Landeskunde : naturwissenschaftliche Mitteilungen","http://nwbib.de/HT001377872"
"Droste-Jahrbuch / Annette-von-Droste-Gesellschaft","http://nwbib.de/HT002908286"
"Duisburger Jahrbuch / Duisburg","http://nwbib.de/HT005043708"
"Dülmener Heimatblätter / Verkehrs- und Heimatverein Dülmen","http://nwbib.de/HT006991019"
"Dürener Geschichtsblätter : Mitteilungen des Dürener Geschichtsvereins","http://nwbib.de/HT006955096"
"Düsseldorfer Familienkunde : genealogische Beiträge, Literatur, Suchfragen, Auskunft","http://nwbib.de/HT006934307"
"Düsseldorfer Jahrbuch : Beiträge zur Geschichte des Niederrheins","http://nwbib.de/HT002190696"
"Eggegebirgsbote : Mitteilungsblätter des Eggegebirgsvereins e.V.","http://nwbib.de/HT006991006"
"Eifel : Zeitschrift des Eifelvereins","http://nwbib.de/HT002190930"
"Eifel-Jahrbuch / Eifelverein","http://nwbib.de/HT002870984"
"Eilendorfer Heimatblätter / Heimatverein Eilendorf 1983 e.V.","http://nwbib.de/HT003497718"
"Einband-Forschung : Informationsblatt des Arbeitskreises für die Erfassung, Erschliessung und Erhaltung Historischer Bucheinbände","http://nwbib.de/HT007960266"
"Einst und jetzt <Stamsried> : Jahrbuch des Vereins für corpsstudentische Geschichtsforschung","http://nwbib.de/HT006924061"
"Eisenbahn-Geschichte / Deutsche Gesellschaft für Eisenbahngeschichte","http://nwbib.de/HT013824462"
"Eitorfer Heimatblätter / Heimatverein Eitorf e.V.","http://nwbib.de/HT007439648"
"Elsener Nachrichten / Heimat- und Verkehrsverein Elsen e.V.","http://nwbib.de/HT008398774"
"Emmerickblätter : Mitteilungen des Emmerick-Bundes e.V.","http://nwbib.de/HT010830961"
"Emsdettener Heimatblätter / Heimatbund Emsdetten","http://nwbib.de/HT006985614"
"Emw : Zeitschrift für Energie, Markt, Wettbewerb","http://nwbib.de/HT013790759"
"Engagement : Zeitschrift für Erziehung und Schule","http://nwbib.de/HT006976810"
"Ennepetaler Forschungen : Veröffentlichungen des Arbeitskreises Stadtgeschichte am Stadtarchiv in Ennepetal","http://nwbib.de/HT011110646"
"Entomologie heute / Löbbecke-Museum + Aquazoo Düsseldorf","http://nwbib.de/HT014012148"
"Esloher Museumsnachrichten / Maschinen- und Heimatmuseum","http://nwbib.de/HT007071314"
"Essener Beiträge : Beiträge zur Geschichte von Stadt und Stift Essen","http://nwbib.de/HT006196944"
"Evingser Quellen / Heimatverein Evingsen e.V.","http://nwbib.de/HT008076802"
"Fassade : Fassaden-Architektur und -Technik","http://nwbib.de/HT007058716"
"Feuerwehreinsatz : nrw","http://nwbib.de/HT017528790"
"Fitterkiste : Geschichtliches aus Winterberg und seinen Dörfern","http://nwbib.de/HT007052602"
"Flaesheim : Beiträge zur Geschichte","http://nwbib.de/HT013946670"
"Floristische Rundbriefe","http://nwbib.de/HT003131749"
"Fono-Forum : Klassik, Jazz, Hifi","http://nwbib.de/HT001362413"
"Forstwald : Mitteilungen des Bürgervereins","http://nwbib.de/HT007065016"
"Fortis: das Magazin / Fortis Colonia e.V.","http://nwbib.de/HT017647103"
"Forum Geschichtskultur Ruhr","http://nwbib.de/HT016795011"
"Francia <Ostfildern>","http://nwbib.de/HT015865111"
"Freckenhorst : Schriftenreihe des Freckenhorster Heimatvereins","http://nwbib.de/HT006995604"
"Freilichtblick / Bergisches Freilichtmuseum für Ökologie und Bäuerlich-Handwerkliche Kultur, Lindlar","http://nwbib.de/HT007072268"
"Freilichtmagazin : Mitteilungen aus dem LWL-Freilichtmuseum Detmold - Landesmuseum für Volkskunde","http://nwbib.de/HT015035669"
"Freudenberg im Zeitgeschehen / Arbeitsgemeinschaft Freudenberger Heimatvereine","http://nwbib.de/HT006954201"
"Gaesdoncker Blätter / Collegium Augustinianum, Gaesdonk, Goch","http://nwbib.de/HT006984932"
"Geldgeschichtliche Nachrichten : Sammlerzeitschrift für Münzkunde und verwandte Gebiete","http://nwbib.de/HT006952107"
"Geldrischer Heimatkalender / Kreis Geldern","http://nwbib.de/HT006934300"
"Gemeindehaushalt : Fachzeitschrift für das kommunale Haushalts- und Wirtschaftsrecht, Kassen-, Rechnungs- und Prüfungswesen sowie das gesamte kommunale Abgabenrecht","http://nwbib.de/HT000136126"
"Geographische Rundschau <Braunschweig> : GR","http://nwbib.de/HT002193119"
"German history : the journal of the German History Society","http://nwbib.de/HT005079611"
"Germania : Anzeiger des Römisch-Germanischen Kommission des Deutschen Archäologischen Instituts","http://nwbib.de/HT005072062"
"Geschichte im Bistum Aachen","http://nwbib.de/HT004446528"
"Geschichte im Westen : Zeitschrift für Landes- und Zeitgeschichte","http://nwbib.de/HT003169025"
"Geschichte im Wuppertal / Bergischer Geschichtsverein, Abteilung Wuppertal ; Historisches Zentrum ; Stadtarchiv ; Stadtbibliothek","http://nwbib.de/HT007057390"
"Geschichte in Bergheim : Jahrbuch des Bergheimer Geschichtsvereins e.V.","http://nwbib.de/HT007056225"
"Geschichte in Köln : Zeitschrift für Stadt- und Regionalgeschichte","http://nwbib.de/HT005073887"
"Geschichte und Gesellschaft : Zeitschrift für historische Sozialwissenschaft","http://nwbib.de/HT001378416"
"Geschichtsblätter des Kreises CGeesfeld : unser Kreis - Geschichte und Geschehen","http://nwbib.de/HT006968344"
"Geschichtsbrief / Heimat- und Verschönerungs-Verein Kervendonk-Kervenheim","http://nwbib.de/HT007072095"
"Geschichtsbrief Bedburg-Hau","http://nwbib.de/HT014812191"
"GIB-Info : Magazin der Gesellschaft für Innovative Beschäftigungsförderung des Landes Nordrhein-Westfalen
","http://nwbib.de/HT007401236"
"Gießerjunge / Freunde Düsseldorfer Buch ’75 e.V.","http://nwbib.de/HT007072426"
"Gladbeck, unsere Stadt : Zeitschrift für Information, Werbung, Kultur und Heimatpflege","http://nwbib.de/HT006998047"
"Godesberger Heimatblätter : Jahresheft des Vereins für Heimatpflege und Heimatgeschichte Bad Godesberg","http://nwbib.de/HT006952916"
"Grabbe-Jahrbuch / Grabbe-Gesellschaft","http://nwbib.de/HT002156174"
"Grevener Geschichtsblätter / Stadtarchiv Greven","http://nwbib.de/HT014473220"
"Gutenberg-Jahrbuch / Gutenberg-Gesellschaft","http://nwbib.de/HT001384187"
"Güterbahnen : Güterverkehr auf der Schiene ; Markt, Technik, Verkehrspolitik","http://nwbib.de/HT013558068"
"Gütersloher Beiträge zur Heimat- und Landeskunde : Vergangenheit und Gegenwart in Wort und Bild","http://nwbib.de/HT006952918"
"HagenBuch : Impulse zur Stadt-, Heimat- und Kunstgeschichte","http://nwbib.de/HT014925584"
"Haldern einst und jetzt / Heimatverein Haldern e.V.","http://nwbib.de/HT006935846"
"Halingen : zwischen Ruhr und Wälkesberg","http://nwbib.de/HT008492529"
"Halterner Jahrbuch / Heimatfreunde Haltern","http://nwbib.de/HT007054425"
"Hamminkeln ruft / Hamminkelner Verkehrsverein e.V.","http://nwbib.de/HT007063205"
"Handirk : Grafschaft, Latrop, Schanze in Wort und Bild","http://nwbib.de/HT007037655"
"Hansische Geschichtsblätter / Hansischer Geschichtsverein","http://nwbib.de/HT002194568"
"Heimat : Beiträge zur Geschichte Solingens und des Bergischen Landes","http://nwbib.de/HT006986883"
"Heimat : Krefelder Jahrbuch","http://nwbib.de/HT004515005"
"Heimat Dortmund / Historischer Vereins für Dortmund und die Grafschaft Mark e.V.","http://nwbib.de/HT003232856"
"Heimat- und Rathausspiegel : Informationszeitschrift der Verwaltung und der Heimatvereine Heek und Nienborg","http://nwbib.de/HT006988468"
"Heimat zwischen Sülz und Dhünn : Geschichte und Volkskunde in Bergisch Gladbach und Umgebung","http://nwbib.de/HT007071349"
"Heimatblatt für Nienberge / Heimatverein Nienberge","http://nwbib.de/HT006996116"
"Heimat-Blatt Unterrath-Lichtenbroich / Bürgerverein Unterrath 1909 e.V.","http://nwbib.de/HT006933578"
"Heimatblätter / Heimat & Geschichtsverein Neunkirchen-Seelscheid e.V.","http://nwbib.de/HT006994029"
"Heimatblätter / Heimatbund für den Kreis Lippstadt","http://nwbib.de/HT006991655"
"Heimatblätter : Zeitschrift des Arnsberger Heimatbundes e.V.","http://nwbib.de/HT006989103"
"Heimatbote Schwalmtal / Freunde der Amerner und Dilkrather Heimat","http://nwbib.de/HT007042794"
"Heimatbuch des Kreises Viersen","http://nwbib.de/HT006916592"
"Heimat-Echo / Heimatverein Werth","http://nwbib.de/HT007060338"
"Heimat-Jahrbuch Kreis Gütersloh / Kreis Gütersloh","http://nwbib.de/HT006989136"
"Heimat-Jahrbuch Wittlaer / Heimat- und Kulturkreis Wittlaer e.V.","http://nwbib.de/HT006934472"
"Heimatkalender der Herrlichkeit Lembeck und der Stadt Dorsten / Heimatbund Herrlichkeit Lembeck und Stadt Dorsten e.V.","http://nwbib.de/HT014598964"
"Heimatkalender des Kreises Heinsberg / Kreis Heinsberg","http://nwbib.de/HT006933516"
"Heimatkalender Kreis Soest / Kreis Soest","http://nwbib.de/HT006984941"
"Heimatpflege in Westfalen / Westfälischer Heimatbund","http://nwbib.de/HT006985596"
"Heimat-Zeitung / Verein für Geschichte und Heimatpflege Niederense-Himmelpforten e.V.","http://nwbib.de/HT013186359"
"Heine-Jahrbuch / Heinrich-Heine-Institut, Düsseldorf","http://nwbib.de/HT001364304"
"Herdecker Blätter : Geschichte, Informationen, Geschichten","http://nwbib.de/HT007072452"
"Herold / Herold, Verein für Heraldik, Genealogie und Verwandte Wissenschaften","http://nwbib.de/HT001368435"
"Hessische Blätter für Volksbildung : Zeitschrift für Erwachsenenbildung in Deutschland","http://nwbib.de/HT005060532"
"Heven, einst und jetzt : Heimat-Berichte","http://nwbib.de/HT006782490"
"Hildener Jahrbuch","http://nwbib.de/HT001388562"
"Hille-Post : Mitteilungsblatt der Peter-Hille-Gesellschaft (Nieheim)","http://nwbib.de/HT006990402"
"Hinsbecker Bote / Verkehrs- und Verschönerungsverein Hinsbeck","http://nwbib.de/HT007067427"
"Historia <Stuttgart> : Zeitschrift für alte Geschichte","http://nwbib.de/HT001391687"
"Historical social research / Zentrum für Historische Sozialforschung, Köln","http://nwbib.de/HT005073665"
"Historische Beiträge / Velbert","http://nwbib.de/HT004585461"
"Historisches Jahrbuch für den Kreis Herford","http://nwbib.de/HT005083220"
"Historisches Jahrbuch Lage : mit einer Chronik der vergangenen Jahre","http://nwbib.de/HT015363238"
"Historisches Jahrbuch Petershagen / Ortsheimatpflege Petershagen ","http://nwbib.de/HT013616443"
"Historisch-politische Mitteilungen : Archiv für christlich-demokratische Politik","http://nwbib.de/HT007071257"
"Hohenlimburger Heimatblätter für den Raum Hagen und Iserlohn : Beiträge zur Landeskunde","http://nwbib.de/HT006988108"
"Holter : ortskundliche Zeitschrift für die ehemalige Freigrafschaft Langenholthausen","http://nwbib.de/HT016147791"
"Hortus exoticus : Beiträge zur Freilandkultur winterharter Exoten in Mitteleuropa","http://nwbib.de/HT014986194"
"Höxter-Corvey / Heimat- und Verkehrsverein Höxter e.V.","http://nwbib.de/HT006957588"
"Hülser Heimatblätter / Heimatverein Hüls e.V.","http://nwbib.de/HT006932724"
"Hürther Beiträge zur Geschichte, Kultur und Regionalkunde / Heimat- und Kulturverein Hürth e.V.","http://nwbib.de/HT015669858"
"Hydrologie und Wasserbewirtschaftung / Bundesanstalt für Gewässerkunde, Koblenz","http://nwbib.de/HT010088395"
"Industrie-Kultur","http://nwbib.de/HT007376023"
"Information für Heimatfreunde / Verein für Geschichte und Heimatpflege Wickede (Ruhr)","http://nwbib.de/HT006985570"
"Informationen zur Raumentwicklung / Bundesforschungsanstalt für Landeskunde und Raumordnung, Bonn","http://nwbib.de/HT001242273"
"Innovative Verwaltung : Fachzeitschrift für erfolgreiches Verwaltungsmanagement","http://nwbib.de/HT007453692"
"Irrgeister : Naturmagazin des Vereins für Natur- und Vogelschutz im HSK e.V.","http://nwbib.de/HT012042493"
"ISA-Jahrbuch zur Sozialen Arbeit","http://nwbib.de/HT013377664"
"Isselhorster : Lokalanzeiger für das Kirchspiel Isselhorst","http://nwbib.de/HT007072758"
"Jahrbuch / August- Wibbelt-Gesellschaft","http://nwbib.de/HT002124263"
"Jahrbuch / Erftstadt","http://nwbib.de/HT007049707"
"Jahrbuch / Geschichtsverein Baesweiler","http://nwbib.de/HT017173187"
"Jahrbuch / Kreis Euskirchen","http://nwbib.de/HT006934293"
"Jahrbuch / Kreis Höxter","http://nwbib.de/HT006968907"
"Jahrbuch / Kreis Unna","http://nwbib.de/HT012976757"
"Jahrbuch / Kreis Wesel","http://nwbib.de/HT003692377"
"Jahrbuch / Mülheim an der Ruhr","http://nwbib.de/HT006816401"
"Jahrbuch / Nordrhein-Westfälische Akademie der Wissenschaften und der Künste","http://nwbib.de/HT015945638"
"Jahrbuch / Westdeutsche Gesellschaft für Familienkunde","http://nwbib.de/HT014757399"
"Jahrbuch / Zentrum für Niederlande-Studien, Münster, Westfalen","http://nwbib.de/HT007045450"
"Jahrbuch ... Bad Westernkotten / Bad-Westernkotten-Stiftung","http://nwbib.de/HT017624234"
"Jahrbuch der Gesellschaft für Niedersächsische Kirchengeschichte","http://nwbib.de/HT005065199"
"Jahrbuch der Heinrich-Heine-Universität Düsseldorf","http://nwbib.de/HT002210726"
"Jahrbuch der historischen Forschung in der Bundesrepublik Deutschland / Arbeitsgemeinschaft Historischer Forschungseinrichtungen in der Bundesrepublik Deutschland","http://nwbib.de/HT002131819"
"Jahrbuch der rheinischen Denkmalpflege : eine Veröffentlichung des Landschaftsverbandes Rheinland","http://nwbib.de/HT001328816"
"Jahrbuch des Bochumer Botanischen Vereins [Elektronische Ressource]","http://nwbib.de/HT016339433"
"Jahrbuch des Emsländischen Heimatbundes","http://nwbib.de/HT001373778"
"Jahrbuch des Frechener Geschichtsvereins e.V.","http://nwbib.de/HT015382841"
